Sweep	Chain_l	Chain_r
9050	1	1
9052	1	1
9053	1	1
9055	1	1
9057	1	1
9058	1	1
9060	1	1
9063	1	1
9064	1	1
9065	1	1
9066	1	1
9067	1	1
9071	1	2
9073	1	1
9076	1	1
9077	1	2
9079	1	2
9082	1	1
9085	1	1
9086	1	1
9087	1	1
9088	1	1
9091	1	1
9092	1	1
9093	2	3
9095	1	1
9102	1	1
9104	1	1
9105	1	1
9107	1	1
9108	1	1
9110	1	1
9113	1	1
9115	1	1
9117	1	1
9124	1	1
9126	1	1
9129	1	1
9130	1	1
9131	1	1
9132	1	1
9134	1	1
9135	1	1
9138	1	1
9141	1	1
9142	1	1
9147	2	3
9148	2	3
9152	1	1
9153	2	3
9154	1	1
9157	1	1
9159	1	1
9165	1	1
9166	1	1
9167	1	1
9168	2	3
9169	2	3
9172	1	1
9173	1	1
9175	1	1
9178	1	1
9183	2	3
9184	1	1
9185	2	3
9186	1	1
9190	1	1
9192	2	3
9193	1	1
9196	1	1
9197	1	1
9198	1	1
9202	2	3
9205	2	3
9206	1	1
9207	1	1
9209	2	3
9210	1	1
9213	2	3
9216	1	1
9218	1	1
9220	1	1
9224	2	3
9225	1	1
9227	2	3
9228	1	1
9229	1	1
9232	1	1
9238	2	3
9241	2	3
9242	1	1
9243	2	3
9244	1	1
9245	1	1
9248	1	1
9250	2	3
9251	1	1
9252	2	3
9254	1	1
9255	1	1
9256	2	3
9258	2	3
9261	2	3
9263	2	3
9264	2	3
9265	2	3
9266	1	1
9275	2	3
9276	1	1
9277	1	1
9280	2	3
9281	1	1
9282	1	1
9287	2	3
9288	1	1
9289	2	3
9292	2	3
9293	1	1
9294	1	1
9295	2	3
9299	1	1
9300	2	3
9301	2	3
9303	1	1
9304	1	1
9305	1	1
9307	1	1
9313	2	3
9318	2	3
9319	1	1
9321	1	1
9322	1	1
9323	1	1
9324	1	1
9325	1	1
9327	1	1
9328	1	1
9330	1	1
9331	1	1
9332	1	1
9334	2	3
9335	2	3
9336	2	3
9338	1	1
9339	1	1
9340	1	1
9341	1	1
9343	1	1
9344	2	3
9345	2	3
9346	1	1
9347	1	1
9348	1	1
9350	2	3
9351	2	3
9352	1	1
9353	1	1
9354	1	1
9356	1	1
9359	2	3
9361	2	3
9362	1	1
9363	1	1
9366	1	1
9368	1	1
9369	1	1
9371	1	1
9373	1	1
9374	1	1
9378	1	1
9379	1	1
9380	1	1
9381	1	1
9382	1	1
9383	1	1
9384	1	1
9386	1	1
9387	1	1
9392	1	1
9393	1	1
9394	1	1
9395	1	1
9396	1	1
9397	1	1
9398	1	1
9402	1	1
9403	1	1
9404	1	1
9405	1	1
9406	2	3
9408	1	1
9409	1	1
9411	1	1
9412	1	1
9415	2	3
9417	1	1
9419	1	1
9420	1	1
9424	1	1
9427	1	1
9428	1	1
9430	1	1
9432	1	1
9433	1	1
9434	1	1
9436	1	1
9437	1	1
9440	1	1
9441	1	1
9442	1	1
9443	1	1
9444	1	1
9445	1	1
9447	1	1
9448	1	1
9449	1	1
9450	1	1
9451	1	1
9453	1	1
9460	1	1
9461	1	1
9462	1	1
9464	2	3
9466	1	1
9468	1	1
9470	1	1
9471	1	1
9473	1	1
9476	1	1
9478	1	1
9479	2	3
9480	1	1
9482	1	1
9485	1	1
9487	1	1
9492	2	3
9495	1	1
9496	2	3
9499	1	1
9500	1	1
9501	1	1
9502	1	1
9503	1	1
9505	1	1
9506	1	1
9507	1	1
9510	1	1
9513	2	3
9518	1	1
9519	1	1
9520	1	1
9524	1	1
9528	1	1
9529	1	1
9531	1	1
9534	1	1
9536	1	2
9539	1	1
9540	1	2
9541	1	1
9542	1	1
9545	1	1
9546	1	1
9547	1	1
9548	1	1
9549	1	1
9554	1	1
9557	1	1
9560	1	1
9563	1	2
9565	1	1
9566	1	1
9571	1	1
9573	1	1
9574	1	1
9576	1	1
9580	1	1
9581	1	1
9582	1	1
9583	1	1
9586	1	1
9589	1	1
9590	1	1
9592	1	1
9594	1	1
9596	1	1
9597	1	1
9600	1	1
9601	1	1
9602	1	1
9603	1	1
9605	1	1
9606	1	1
9607	1	1
9608	1	1
9613	1	1
9614	1	1
9617	1	1
9621	1	1
9623	1	1
9626	1	1
9629	1	1
9630	1	1
9631	1	1
9633	1	1
9638	1	1
9641	1	1
9642	1	1
9643	1	1
9651	1	1
9656	1	1
9658	1	1
9661	1	1
9662	1	1
9664	1	1
9665	1	1
9668	1	2
9669	1	1
9675	1	1
9676	1	1
9677	1	1
9680	1	1
9682	1	1
9687	1	1
9689	2	3
9690	2	3
9691	1	1
9692	1	1
9694	1	1
9698	2	3
9699	2	3
9701	1	1
9702	1	1
9703	1	1
9704	1	1
9706	1	1
9708	1	1
9709	1	1
9710	1	1
9712	1	1
9714	1	1
9715	1	1
9717	1	1
9718	1	1
9720	1	1
9721	1	1
9722	1	1
9730	1	1
9731	1	2
9732	1	2
9736	1	1
9740	1	2
9741	1	2
9744	1	2
9748	1	1
9749	1	1
9750	1	1
9752	1	1
9753	1	1
9759	1	1
9760	1	1
9761	1	1
9763	1	2
9764	1	1
9767	1	1
9768	1	1
9769	1	1
9772	1	1
9773	1	1
9777	1	1
9779	1	1
9782	1	2
9783	1	2
9788	1	1
9791	1	1
9794	1	1
9795	1	1
9796	1	1
9798	1	1
9800	1	2
9802	1	1
9805	1	1
9806	1	1
9808	1	1
9809	1	1
9810	1	1
9811	1	1
9812	1	1
9818	1	2
9819	1	1
9822	1	1
9827	1	2
9828	1	2
9829	1	1
9830	1	1
9832	1	1
9834	1	1
9836	1	1
9838	1	2
9840	1	1
9845	1	1
9846	1	2
9848	1	1
9849	1	1
9850	1	1
9851	1	1
9852	1	1
9853	1	1
9855	1	1
9859	1	2
9868	1	1
9870	1	1
9872	1	2
9874	1	2
9875	1	2
9876	1	1
9877	1	2
9878	1	2
9880	1	2
9885	1	2
9886	1	2
9887	1	2
9892	1	2
9897	1	1
9899	1	1
9900	1	1
9901	1	1
9902	1	1
9907	1	1
9909	1	1
9910	2	3
9913	1	1
9916	1	1
9917	2	3
9918	1	1
9921	1	1
9924	1	1
9925	2	3
9926	1	1
9927	2	3
9929	1	1
9930	1	1
9932	1	1
9933	1	1
9934	1	1
9938	1	1
9939	1	1
9940	1	1
9941	2	3
9945	2	3
9946	1	1
9947	1	1
9948	1	1
9949	1	1
9951	1	1
9952	1	2
9958	1	2
9959	1	2
9960	1	1
9961	1	1
9966	1	1
9968	1	1
9969	1	1
9972	1	1
9973	1	1
9974	1	1
9975	1	1
9976	1	1
9977	1	1
9978	1	1
9980	1	1
9981	1	1
9985	1	1
9986	1	1
9988	1	1
9993	1	1
9995	1	1
9996	1	1
9997	1	1
9998	1	1
9999	1	1
10000	1	1
10001	1	1
10002	1	1
10005	1	1
10008	2	3
10009	1	1
10010	2	3
10011	2	3
10013	1	1
10015	2	3
10018	1	1
10019	1	1
10022	1	1
10024	1	1
10025	1	1
10026	1	1
10027	1	1
10028	1	1
10029	1	1
10030	1	1
10032	1	1
10034	1	1
10035	1	1
10037	1	1
10041	1	1
10043	1	1
10047	1	1
10050	1	1
10052	1	1
10053	1	1
10054	1	1
10057	1	2
10059	1	2
10061	1	1
10064	1	1
10065	1	1
10069	1	1
10070	2	3
10071	2	3
10074	1	1
10075	1	1
10076	1	1
10077	1	1
10078	2	3
10082	1	1
10086	2	3
10087	1	1
10088	1	1
10089	1	1
10090	1	1
10091	1	1
10093	2	3
10095	1	1
10096	1	1
10097	1	1
10099	2	3
10106	2	3
10107	1	1
10108	1	1
10110	1	1
10111	1	1
10112	1	1
10116	1	1
10117	1	1
10118	1	1
10119	1	1
10123	1	1
10124	1	1
10129	1	1
10130	1	1
10131	1	1
10132	1	1
10133	1	1
10134	2	3
10137	2	3
10138	1	1
10139	1	1
10141	1	1
10142	1	2
10144	1	2
10145	1	2
10148	1	1
10149	1	2
10150	1	2
10151	1	2
10153	1	2
10154	1	2
10157	1	1
10159	1	2
10162	1	1
10163	1	1
10164	1	2
10167	1	1
10168	1	1
10170	1	1
10171	1	1
10173	1	2
10175	1	2
10178	1	1
10180	1	1
10182	1	1
10183	1	1
10184	1	1
10185	1	2
10186	1	1
10189	1	1
10190	1	1
10191	1	1
10192	1	1
10193	2	3
10195	1	1
10199	1	1
10200	1	1
10203	1	1
10204	1	1
10205	1	1
10206	1	1
10210	1	1
10211	1	1
10212	1	2
10214	1	2
10216	1	2
10218	1	1
10219	1	1
10220	1	2
10221	1	1
10224	1	2
10226	1	1
10227	1	1
10228	1	1
10232	1	1
10233	1	1
10234	1	1
10235	1	1
10237	1	1
10238	1	1
10239	1	1
10241	1	2
10242	1	2
10244	1	1
10248	1	2
10249	1	2
10250	1	2
10251	1	2
10253	1	1
10259	1	2
10260	1	2
10261	1	2
10262	1	1
10264	1	1
10266	1	1
10267	1	1
10268	1	2
10269	1	1
10271	1	1
10273	1	2
10275	1	1
10276	1	1
10277	1	1
10278	1	1
10280	1	2
10282	1	1
10283	1	1
10289	1	1
10290	1	1
10292	1	2
10293	1	1
10295	1	1
10296	1	2
10297	1	2
10298	1	2
10299	1	2
10303	1	2
10305	1	1
10306	1	1
10311	1	1
10317	1	1
10318	1	1
10319	1	1
10320	1	2
10321	1	1
10322	1	2
10325	1	2
10327	1	2
10328	1	2
10330	1	1
10332	1	1
10333	1	1
10334	1	1
10335	1	2
10337	1	1
10339	1	1
10340	1	1
10342	1	2
10343	1	2
10344	1	2
10348	1	1
10349	1	2
10350	1	1
10351	1	1
10353	1	1
10354	1	1
10357	1	2
10359	1	1
10365	1	2
10370	1	1
10371	1	1
10372	1	1
10375	1	1
10376	1	1
10378	1	1
10380	1	1
10382	1	1
10384	1	1
10385	1	1
10386	1	1
10387	1	1
10388	1	1
10390	1	1
10395	1	2
10397	1	1
10401	1	2
10402	1	2
10406	1	1
10407	1	1
10410	1	1
10412	1	2
10415	1	2
10416	1	1
10418	1	1
10422	1	1
10423	1	1
10427	1	1
10428	1	1
10430	1	1
10435	1	1
10436	1	1
10438	1	1
10439	1	1
10440	1	1
10441	1	1
10442	1	1
10443	1	1
10445	1	1
10449	2	3
10452	2	3
10454	1	1
10455	1	1
10456	1	1
10457	1	1
10459	1	2
10460	1	1
10461	1	1
10463	1	1
10464	1	1
10465	1	1
10466	1	2
10468	1	2
10470	1	1
10471	1	2
10472	1	1
10473	1	1
10482	1	2
10489	1	1
10490	1	1
10493	1	1
10495	1	1
10496	1	1
10497	1	1
10498	1	1
10499	1	1
10501	1	1
10503	1	1
10504	1	1
10506	1	1
10507	1	1
10510	1	1
10511	1	1
10514	1	1
10516	1	2
10518	1	2
10522	1	1
10524	1	1
10531	1	1
10532	1	1
10533	1	1
10535	1	2
10536	1	2
10537	1	1
10538	1	1
10539	1	1
10540	1	1
10542	1	1
10543	1	1
10545	1	2
10548	1	1
10549	1	1
10552	1	1
10553	1	1
10557	1	2
10559	1	2
10561	1	1
10562	1	2
10565	1	1
10566	1	1
10571	1	2
10574	1	1
10575	1	1
10576	1	2
10577	1	2
10579	1	1
10580	1	2
10581	1	1
10583	1	2
10584	1	1
10586	1	1
10592	1	1
10593	1	1
10594	1	1
10595	1	1
10596	1	1
10598	1	1
10599	1	1
10600	1	1
10601	1	1
10602	1	1
10603	1	1
10605	1	1
10609	1	1
10610	1	1
10611	1	1
10612	1	1
10613	1	1
10614	1	1
10615	1	1
10616	1	1
10617	1	1
10618	1	1
10620	1	1
10621	1	1
10622	1	1
10624	1	1
10625	1	1
10626	1	1
10627	1	2
10630	1	2
10631	1	2
10633	1	1
10634	1	1
10636	1	1
10640	1	1
10642	1	2
10643	1	1
10644	1	1
10645	1	1
10646	1	2
10652	1	2
10653	1	1
10654	1	1
10655	1	1
10656	1	1
10657	1	2
10658	1	1
10660	1	1
10662	1	2
10663	1	2
10665	1	2
10668	1	1
10670	1	2
10671	1	1
10673	1	2
10674	1	1
10676	1	1
10679	1	1
10681	1	1
10686	1	1
10688	1	1
10691	1	1
10697	1	1
10698	1	1
10699	1	1
10700	1	1
10701	1	1
10702	1	1
10703	1	1
10704	1	1
10707	1	1
10710	1	1
10711	1	1
10713	1	1
10714	1	1
10715	1	1
10716	1	1
10717	1	1
10718	1	1
10719	1	1
10720	1	1
10725	1	1
10726	1	1
10727	1	1
10728	1	1
10729	1	2
10730	1	2
10731	1	1
10732	1	1
10733	1	1
10735	1	1
10736	1	1
10737	1	1
10741	1	1
10753	1	1
10754	1	1
10755	1	1
10756	1	1
10758	1	1
10760	1	1
10764	1	1
10765	1	1
10766	1	1
10769	1	1
10772	1	1
10773	1	1
10775	1	1
10776	1	1
10777	1	1
10779	1	1
10781	1	1
10782	1	2
10783	1	2
10785	1	1
10787	1	1
10788	1	1
10789	1	1
10793	1	1
10797	1	1
10799	1	1
10802	1	2
10803	1	2
10805	1	1
10806	1	1
10807	1	1
10808	1	1
10812	1	1
10815	1	1
10816	1	1
10817	1	1
10820	1	1
10821	1	1
10825	1	1
10826	1	1
10828	1	1
10832	2	3
10833	2	3
10836	1	1
10837	1	1
10838	1	1
10840	1	1
10842	1	1
10843	1	1
10844	1	1
10845	1	1
10846	1	1
10848	1	1
10849	1	1
10851	1	1
10852	1	1
10854	1	1
10855	2	3
10856	2	3
10858	1	1
10859	1	1
10860	1	1
10861	1	1
10862	2	3
10863	1	1
10864	2	3
10865	2	3
10868	2	3
10870	1	1
10871	1	1
10873	1	1
10874	1	1
10875	2	3
10876	2	3
10877	1	1
10878	1	1
10879	1	1
10880	1	1
10882	2	3
10884	2	3
10885	1	1
10888	1	1
10889	1	1
10890	1	1
10891	1	1
10892	1	1
10895	1	1
10896	1	1
10897	1	1
10898	1	1
10899	2	3
10900	2	3
10903	1	1
10906	1	1
10907	1	1
10916	2	3
10923	1	1
10929	2	3
10930	2	3
10932	2	3
10934	1	1
10936	1	1
10940	1	1
10941	1	1
10944	2	3
10945	2	3
10946	1	1
10948	1	1
10950	1	1
10951	1	1
10956	1	1
10959	1	1
10961	2	3
10963	2	3
10964	1	1
10969	1	1
10970	1	1
10971	1	1
10973	1	1
10974	1	1
10975	1	1
10976	1	1
10977	1	1
10978	1	1
10979	1	1
10980	1	1
10982	1	1
10983	1	1
10984	1	1
10988	1	1
10996	1	1
11000	1	1
