Sweep	Chain_1	Chain_2	Chain_3	
2893	8	17	23	
2894	7	17	24	
2895	7	16	22	
2896	7	16	22	
2897	7	16	22	
2898	8	14	25	
2899	8	14	25	
2900	8	14	25	
2901	8	14	25	
2902	9	16	24	
2903	9	15	28	
2904	9	16	23	
2905	10	16	20	
2906	10	16	20	
2907	10	16	20	
2908	10	16	20	
2909	10	15	19	
2910	10	15	19	
2911	15	8	15	
2912	8	16	22	
2913	8	16	22	
2914	8	16	22	
2915	8	16	22	
2916	8	16	22	
2917	9	17	17	
2918	9	17	17	
2919	9	17	17	
2920	9	17	17	
2921	9	17	17	
2922	7	16	21	
2923	7	16	21	
2924	7	15	19	
2925	7	15	19	
2926	7	15	20	
2927	7	15	20	
2928	7	16	17	
2929	8	16	19	
2930	7	16	18	
2931	7	14	20	
2932	7	14	20	
2933	7	14	20	
2934	7	14	20	
2935	7	14	21	
2936	9	14	20	
2937	8	18	20	
2938	18	8	20	
2939	8	18	20	
2940	7	14	21	
2941	7	14	21	
2942	8	13	17	
2943	8	13	17	
2944	8	14	17	
2945	8	14	17	
2946	14	8	17	
2947	8	14	17	
2948	8	14	17	
2949	9	16	19	
2950	16	9	19	
2951	9	16	19	
2952	9	16	19	
2953	9	16	19	
2954	7	14	17	
2955	7	14	17	
2956	7	14	17	
2957	7	14	17	
2958	7	14	17	
2959	7	17	14	
2960	7	17	17	
2961	7	17	17	
2962	7	17	17	
2963	6	16	17	
2964	6	13	18	
2965	6	13	18	
2966	6	13	18	
2967	6	13	18	
2968	6	15	19	
2969	6	15	19	
2970	7	16	20	
2971	7	16	20	
2972	7	16	20	
2973	7	16	20	
2974	8	19	20	
2975	9	16	16	
2976	9	16	16	
2977	9	16	16	
2978	9	16	16	
2979	7	16	17	
2980	7	19	16	
2981	8	15	18	
2982	9	16	17	
2983	9	17	16	
2984	9	16	17	
2985	9	15	15	
2986	9	15	15	
2987	5	17	14	
2988	5	17	15	
2989	5	15	13	
2990	5	13	15	
2991	5	13	15	
2992	7	12	16	
2993	7	18	16	
2994	7	16	18	
2995	7	13	18	
2996	7	13	18	
2997	13	7	18	
2998	13	7	18	
2999	7	13	18	
3000	13	12	18	
3001	12	13	18	
3002	9	17	14	
3003	9	17	14	
3004	9	17	14	
3005	9	19	13	
3006	9	13	19	
3007	9	13	19	
3008	9	13	19	
3009	9	13	19	
3010	9	13	19	
3011	10	20	15	
3012	8	16	18	
3013	8	16	18	
3014	8	18	16	
3015	8	18	16	
3016	8	14	21	
3017	8	14	19	
3018	8	16	13	
3019	16	9	12	
3020	9	16	12	
3021	8	13	17	
3022	8	13	17	
3023	13	8	17	
3024	8	12	17	
3025	8	12	17	
3026	8	12	17	
3027	8	16	13	
3028	8	15	17	
3029	8	14	18	
3030	8	18	14	
3031	8	14	18	
3032	8	15	16	
3033	8	16	15	
3034	8	16	15	
3035	8	15	16	
3036	8	16	15	
3037	9	15	17	
3038	8	17	15	
3039	8	15	17	
3040	8	15	17	
3041	8	15	17	
3042	8	15	17	
3043	8	15	17	
3044	9	14	20	
3045	8	16	17	
3046	7	15	15	
3047	8	16	16	
3048	8	16	16	
3049	8	14	17	
3050	8	14	17	
3051	8	17	14	
3052	7	13	18	
3053	7	13	18	
3054	7	15	17	
3055	9	14	13	
3056	9	13	14	
3057	13	9	14	
3058	13	9	14	
3059	13	9	14	
3060	12	9	17	
3061	13	13	19	
3062	13	15	18	
3063	10	13	15	
3064	13	10	15	
3065	12	13	16	
3066	12	13	16	
3067	11	12	14	
3068	12	11	14	
3069	11	12	14	
3070	12	11	14	
3071	12	11	14	
3072	12	11	14	
3073	11	12	14	
3074	11	12	14	
3075	11	12	14	
3076	12	9	17	
3077	9	12	17	
3078	10	9	16	
3079	11	9	15	
3080	11	10	15	
3081	11	10	15	
3082	11	15	10	
3083	10	12	16	
3084	12	10	16	
3085	10	11	15	
3086	8	8	15	
3087	8	8	15	
3088	7	8	14	
3089	7	8	18	
3090	8	9	14	
3091	9	8	16	
3092	8	8	19	
3093	10	12	14	
3094	10	12	15	
3095	10	15	12	
3096	10	14	16	
3097	13	10	16	
3098	10	11	17	
3099	12	15	10	
3100	10	15	12	
3101	10	12	15	
3102	10	12	15	
3103	10	12	15	
3104	12	10	15	
3105	10	12	15	
3106	9	11	16	
3107	10	11	16	
3108	10	10	17	
3109	10	10	17	
3110	11	11	15	
3111	11	11	15	
3112	10	11	16	
3113	11	10	16	
3114	8	11	19	
3115	9	11	19	
3116	9	11	19	
3117	9	11	19	
3118	7	14	17	
3119	7	14	17	
3120	7	14	17	
3121	12	11	16	
3122	11	12	16	
3123	11	12	16	
3124	11	12	16	
3125	10	11	13	
3126	9	11	14	
3127	10	9	13	
3128	9	10	13	
3129	9	9	16	
3130	9	9	16	
3131	9	9	16	
3132	9	9	16	
3133	10	9	14	
3134	10	12	18	
3135	10	13	20	
3136	10	10	20	
3137	11	12	24	
3138	11	12	24	
3139	11	12	24	
3140	10	10	19	
3141	10	10	19	
3142	10	10	19	
3143	10	10	19	
3144	10	10	19	
3145	10	12	26	
3146	10	12	26	
3147	10	12	26	
3148	11	9	26	
3149	9	11	26	
3150	12	10	26	
3151	10	12	26	
3152	11	11	26	
3153	11	11	26	
3154	11	11	26	
3155	11	11	26	
3156	11	11	23	
3157	10	11	24	
3158	11	10	24	
3159	10	11	24	
3160	10	11	25	
3161	11	10	25	
3162	11	10	25	
3163	11	10	25	
3164	10	11	25	
3165	10	11	25	
3166	11	10	25	
3167	11	10	25	
3168	10	11	25	
3169	11	10	25	
3170	10	15	19	
3171	10	12	20	
3172	12	10	20	
3173	12	13	23	
3174	11	12	23	
3175	12	11	20	
3176	11	12	20	
3177	11	12	20	
3178	11	12	20	
3179	11	12	20	
3180	11	12	20	
3181	9	11	23	
3182	9	11	23	
3183	12	9	21	
3184	11	11	22	
3185	10	14	24	
3186	9	10	25	
3187	9	12	23	
3188	13	9	26	
3189	9	13	26	
3190	11	14	27	
3191	10	14	28	
3192	14	10	28	
3193	10	14	28	
3194	10	13	24	
3195	10	13	24	
3196	10	13	24	
3197	10	13	24	
3198	10	13	24	
3199	10	12	25	
3200	9	12	26	
3201	12	9	26	
3202	12	9	26	
3203	13	9	26	
3204	10	13	27	
3205	10	9	25	
3206	10	9	25	
3207	10	9	25	
3208	10	9	25	
3209	9	10	25	
3210	9	10	25	
3211	9	10	25	
3212	10	9	25	
3213	9	10	25	
3214	10	9	25	
3215	10	11	26	
3216	9	10	25	
3217	9	10	25	
3218	9	10	25	
3219	9	10	25	
3220	9	10	25	
3221	9	11	22	
3222	12	9	21	
3223	11	10	20	
3224	11	10	20	
3225	10	11	20	
3226	10	12	24	
3227	9	11	24	
3228	9	11	23	
3229	6	13	23	
3230	7	11	25	
3231	7	11	26	
3232	8	12	26	
3233	8	15	26	
3234	8	15	26	
3235	7	16	25	
3236	7	16	25	
3237	7	16	25	
3238	7	16	25	
3239	6	13	22	
3240	7	11	24	
3241	7	10	24	
3242	6	11	27	
3243	6	11	27	
3244	5	10	27	
3245	10	5	28	
3246	10	5	28	
3247	9	5	27	
3248	5	9	27	
3249	7	11	28	
3250	11	7	28	
3251	7	11	27	
3252	5	11	25	
3253	6	13	25	
3254	6	13	25	
3255	6	13	25	
3256	6	13	25	
3257	6	13	25	
3258	6	13	25	
3259	6	12	25	
3260	6	12	25	
3261	5	11	24	
3262	5	11	24	
3263	5	13	25	
3264	7	12	25	
3265	5	10	24	
3266	5	10	24	
3267	11	6	24	
3268	6	11	24	
3269	6	11	24	
3270	6	11	24	
3271	9	11	23	
3272	9	11	23	
3273	11	9	23	
3274	6	11	24	
3275	10	7	24	
3276	7	10	24	
3277	6	10	21	
3278	6	9	25	
3279	6	9	25	
3280	9	6	25	
3281	5	12	28	
3282	5	12	28	
3283	5	12	28	
3284	6	13	28	
3285	5	10	27	
3286	5	10	27	
3287	5	10	27	
3288	5	10	27	
3289	5	10	28	
3290	5	10	28	
3291	5	10	28	
3292	5	11	26	
3293	5	11	26	
3294	5	9	28	
3295	8	11	28	
3296	8	11	28	
3297	8	11	27	
3298	8	11	27	
3299	8	11	27	
3300	8	13	27	
3301	8	13	27	
3302	11	8	27	
3303	10	9	28	
3304	9	10	28	
3305	10	9	28	
3306	11	13	28	
3307	11	13	28	
3308	10	16	28	
3309	10	16	28	
3310	10	16	28	
3311	13	11	28	
3312	12	12	27	
3313	12	12	27	
3314	12	12	27	
3315	12	12	27	
3316	12	14	26	
3317	12	14	28	
3318	12	14	28	
3319	12	14	28	
3320	11	14	28	
3321	11	14	28	
3322	11	14	28	
3323	11	14	28	
3324	13	11	28	
3325	13	11	28	
3326	13	11	28	
3327	13	17	28	
3328	13	17	28	
3329	12	18	28	
3330	12	18	28	
3331	13	15	28	
3332	15	11	28	
3333	11	15	28	
3334	11	15	28	
3335	11	15	28	
3336	9	13	26	
3337	10	12	26	
3338	10	12	26	
3339	11	14	28	
3340	11	14	28	
3341	11	14	28	
3342	11	14	28	
3343	14	11	28	
3344	10	17	27	
3345	12	11	25	
3346	9	11	28	
3347	9	11	28	
3348	10	12	28	
3349	10	8	28	
3350	10	8	28	
3351	9	10	28	
3352	10	9	28	
3353	9	10	28	
3354	10	9	28	
3355	10	9	28	
3356	10	9	28	
3357	12	15	26	
3358	12	15	26	
3359	12	15	26	
3360	12	15	26	
3361	12	15	26	
3362	12	15	26	
3363	10	15	28	
3364	10	15	28	
3365	11	14	27	
3366	10	15	28	
3367	10	15	28	
3368	10	15	28	
3369	9	16	25	
3370	9	16	25	
3371	17	11	27	
3372	11	17	26	
3373	11	17	26	
3374	11	17	26	
3375	10	18	27	
3376	10	18	27	
3377	10	18	27	
3378	10	18	27	
3379	10	18	27	
3380	11	14	27	
3381	8	18	26	
3382	8	18	26	
3383	9	14	24	
3384	12	16	25	
3385	9	15	25	
3386	10	14	25	
3387	10	13	25	
3388	12	12	24	
3389	12	12	24	
3390	12	10	28	
3391	10	12	28	
3392	14	9	27	
3393	9	14	27	
3394	9	14	27	
3395	11	16	23	
3396	8	13	25	
3397	8	13	25	
3398	8	13	25	
3399	8	13	25	
3400	8	13	25	
3401	8	13	25	
3402	8	13	25	
3403	8	12	22	
3404	12	8	22	
3405	12	8	22	
3406	13	8	25	
3407	8	13	25	
3408	9	13	23	
3409	9	17	23	
3410	9	17	23	
3411	8	13	22	
3412	8	14	22	
3413	13	10	22	
3414	10	13	22	
3415	11	16	18	
3416	11	18	16	
3417	9	14	14	
3418	9	14	14	
3419	9	14	14	
3420	9	14	14	
3421	9	14	14	
3422	9	14	14	
3423	8	17	15	
3424	8	15	17	
3425	8	15	17	
3426	8	17	15	
3427	8	15	17	
3428	8	15	17	
3429	8	18	18	
3430	9	19	17	
3431	8	20	21	
3432	8	21	20	
3433	8	21	20	
3434	8	21	20	
3435	8	20	21	
3436	9	21	18	
3437	9	21	18	
3438	9	18	21	
3439	9	18	21	
3440	12	9	16	
3441	9	12	16	
3442	9	13	12	
3443	9	12	13	
3444	10	12	16	
3445	10	12	16	
3446	9	13	16	
3447	9	13	16	
3448	9	13	16	
3449	9	12	13	
3450	10	14	14	
3451	10	15	19	
3452	10	13	19	
3453	10	13	19	
3454	10	13	19	
3455	10	13	19	
3456	13	10	19	
3457	11	12	23	
3458	12	11	23	
3459	9	15	18	
3460	9	15	18	
3461	9	15	18	
3462	8	13	18	
3463	9	13	18	
3464	9	13	18	
3465	8	15	18	
3466	8	15	18	
3467	9	13	20	
3468	9	13	21	
3469	9	13	19	
3470	9	13	19	
3471	8	14	23	
3472	8	14	23	
3473	9	15	20	
3474	9	17	20	
3475	10	13	21	
3476	10	13	21	
3477	10	13	21	
3478	13	11	20	
3479	11	13	20	
3480	13	11	20	
3481	14	9	20	
3482	9	14	20	
3483	9	14	20	
3484	9	15	22	
3485	8	17	18	
3486	8	17	18	
3487	8	17	18	
3488	9	13	18	
3489	8	14	21	
3490	8	14	21	
3491	9	12	22	
3492	9	12	22	
3493	9	12	22	
3494	9	12	22	
3495	12	9	22	
3496	9	12	22	
3497	9	12	22	
3498	12	9	22	
3499	12	9	22	
3500	11	13	24	
3501	11	13	24	
3502	9	13	27	
3503	13	9	27	
3504	13	9	27	
3505	8	12	25	
3506	8	13	27	
3507	8	13	27	
3508	9	14	27	
3509	14	9	27	
3510	10	11	26	
3511	10	11	26	
3512	11	10	26	
3513	11	10	26	
3514	11	10	26	
3515	10	12	27	
3516	8	14	25	
3517	10	16	25	
3518	9	14	23	
3519	9	14	23	
3520	8	13	25	
3521	8	13	25	
3522	9	16	25	
3523	8	13	28	
3524	9	10	27	
3525	10	9	27	
3526	8	10	27	
3527	12	10	25	
3528	10	12	25	
3529	8	13	28	
3530	8	13	28	
3531	8	13	28	
3532	8	13	28	
3533	8	13	28	
3534	8	12	28	
3535	7	13	28	
3536	8	13	27	
3537	8	13	27	
3538	8	13	27	
3539	8	13	27	
3540	14	12	28	
3541	11	12	28	
3542	8	10	28	
3543	7	11	26	
3544	10	13	27	
3545	10	13	27	
3546	9	11	25	
3547	9	11	25	
3548	9	11	25	
3549	9	10	28	
3550	7	11	24	
3551	7	10	27	
3552	7	10	27	
3553	7	10	27	
3554	7	10	27	
3555	7	8	27	
3556	8	10	24	
3557	9	11	27	
3558	9	8	25	
3559	8	9	25	
3560	8	9	25	
3561	8	9	25	
3562	10	8	28	
3563	8	10	28	
3564	8	10	28	
3565	8	7	26	
3566	8	8	27	
3567	9	10	28	
3568	9	10	27	
3569	9	10	27	
3570	10	9	27	
3571	10	9	27	
3572	9	9	25	
3573	9	9	25	
3574	10	10	28	
3575	9	9	27	
3576	11	12	27	
3577	11	12	27	
3578	10	13	27	
3579	11	10	28	
3580	10	11	28	
3581	10	11	28	
3582	11	10	28	
3583	11	10	28	
3584	10	8	28	
3585	10	8	28	
3586	8	10	28	
3587	10	8	28	
3588	8	10	28	
3589	7	9	28	
3590	9	12	28	
3591	9	12	28	
3592	9	12	28	
3593	12	9	28	
3594	9	7	28	
3595	9	7	28	
3596	7	9	28	
3597	7	9	28	
3598	6	7	28	
3599	7	8	28	
3600	7	12	28	
3601	7	12	28	
3602	7	12	28	
3603	7	8	27	
3604	8	8	28	
3605	8	8	28	
3606	9	8	28	
3607	9	8	28	
3608	6	9	25	
3609	9	6	25	
3610	5	6	28	
3611	5	7	28	
3612	5	5	28	
3613	5	6	28	
3614	5	6	28	
3615	5	9	28	
3616	5	9	28	
3617	9	5	28	
3618	5	12	28	
3619	12	5	28	
3620	12	5	28	
3621	5	12	28	
3622	5	12	28	
3623	5	12	28	
3624	5	12	28	
3625	5	12	28	
3626	11	6	28	
3627	5	9	28	
3628	10	5	28	
3629	10	5	28	
3630	10	5	28	
3631	5	10	28	
3632	5	11	27	
3633	5	11	27	
3634	7	8	28	
3635	7	8	28	
3636	9	7	28	
3637	9	7	28	
3638	7	10	28	
3639	7	11	27	
3640	7	11	27	
3641	11	7	27	
3642	7	11	27	
3643	7	9	28	
3644	7	9	28	
3645	7	9	28	
3646	7	8	28	
3647	7	8	28	
3648	7	7	28	
3649	7	6	24	
3650	7	6	24	
3651	5	10	28	
3652	11	8	26	
3653	9	7	27	
3654	9	7	27	
3655	6	12	27	
3656	6	12	27	
3657	6	12	26	
3658	12	6	26	
3659	6	12	26	
3660	7	12	27	
3661	6	12	28	
3662	5	8	28	
3663	5	8	28	
3664	5	8	28	
3665	8	5	28	
3666	7	9	28	
3667	5	8	26	
3668	5	8	28	
3669	7	8	28	
3670	5	8	28	
3671	10	10	28	
3672	12	7	24	
3673	7	12	24	
3674	7	12	24	
3675	10	4	21	
3676	7	6	21	
3677	4	9	24	
3678	4	9	22	
3679	4	9	22	
3680	9	4	22	
3681	4	9	22	
3682	6	19	10	
3683	8	12	19	
3684	8	12	19	
3685	11	8	20	
3686	8	13	21	
3687	7	14	23	
3688	7	12	18	
3689	7	12	18	
3690	7	13	23	
3691	7	17	23	
3692	7	14	19	
3693	7	19	14	
3694	7	19	14	
3695	7	19	14	
3696	7	18	14	
3697	7	15	15	
3698	7	15	15	
3699	7	15	15	
3700	7	15	15	
3701	8	17	19	
3702	8	17	19	
3703	8	17	19	
3704	8	16	12	
3705	8	12	16	
3706	8	12	16	
3707	7	14	17	
3708	7	14	17	
3709	7	14	17	
3710	7	15	18	
3711	7	15	19	
3712	7	17	18	
3713	7	14	15	
3714	8	13	16	
3715	7	17	16	
3716	7	15	17	
3717	7	21	15	
3718	7	15	21	
3719	9	14	22	
3720	9	14	22	
3721	9	16	19	
3722	9	16	19	
3723	9	16	19	
3724	11	18	16	
3725	11	16	18	
3726	11	16	18	
3727	12	12	18	
3728	10	12	18	
3729	11	15	16	
3730	11	15	16	
3731	11	15	16	
3732	11	15	16	
3733	11	16	15	
3734	10	15	15	
3735	10	15	15	
3736	9	15	17	
3737	9	17	15	
3738	9	17	13	
3739	9	15	15	
3740	9	15	18	
3741	9	15	18	
3742	8	16	16	
3743	8	16	16	
3744	9	15	21	
3745	8	15	19	
3746	8	15	19	
3747	8	13	22	
3748	8	14	20	
3749	8	12	21	
3750	8	15	20	
3751	8	15	20	
3752	8	15	20	
3753	9	14	19	
3754	8	14	20	
3755	8	19	15	
3756	7	22	22	
3757	7	22	22	
3758	7	22	22	
3759	7	22	22	
3760	7	22	22	
3761	7	22	22	
3762	10	17	22	
3763	10	17	22	
3764	7	17	20	
3765	7	17	20	
3766	8	16	22	
3767	9	18	21	
3768	8	15	21	
3769	10	12	17	
3770	10	12	17	
3771	10	12	17	
3772	10	12	17	
3773	9	12	18	
3774	9	13	17	
3775	9	13	17	
3776	9	13	17	
3777	9	16	17	
3778	8	18	14	
3779	9	14	18	
3780	10	14	15	
3781	10	15	14	
3782	10	14	15	
3783	10	15	14	
3784	10	15	14	
3785	11	16	16	
3786	11	16	16	
3787	11	16	16	
3788	11	16	16	
3789	11	16	16	
3790	9	19	19	
3791	11	17	18	
3792	13	14	18	
3793	13	14	18	
3794	13	14	18	
3795	12	17	16	
3796	12	17	16	
3797	13	14	17	
3798	11	12	23	
3799	11	12	23	
3800	11	12	23	
3801	11	12	23	
3802	12	11	23	
3803	10	11	23	
3804	12	15	23	
3805	10	17	23	
3806	8	18	22	
3807	8	18	22	
3808	8	16	26	
3809	8	16	26	
3810	8	15	25	
3811	8	14	23	
3812	8	14	25	
3813	8	14	25	
3814	8	18	25	
3815	8	18	25	
3816	8	16	24	
3817	8	16	24	
3818	8	14	26	
3819	9	13	26	
3820	9	13	26	
3821	9	13	26	
3822	11	10	28	
3823	10	11	24	
3824	9	13	24	
3825	11	16	22	
3826	9	14	25	
3827	8	12	22	
3828	12	8	22	
3829	8	12	22	
3830	8	12	22	
3831	10	15	25	
3832	10	13	23	
3833	13	10	23	
3834	10	15	26	
3835	10	15	26	
3836	10	15	26	
3837	9	15	27	
3838	10	15	26	
3839	15	10	26	
3840	9	13	27	
3841	8	18	24	
3842	8	15	21	
3843	8	15	21	
3844	8	15	21	
3845	9	13	24	
3846	9	13	24	
3847	10	12	22	
3848	10	22	12	
3849	10	15	23	
3850	10	15	23	
3851	10	15	23	
3852	10	15	26	
3853	10	15	26	
3854	10	15	26	
3855	13	10	26	
3856	10	13	27	
3857	10	13	28	
3858	8	16	29	
3859	8	16	24	
3860	8	16	24	
3861	8	16	24	
3862	8	16	24	
3863	8	16	24	
3864	8	17	27	
3865	8	17	27	
3866	9	16	27	
3867	10	14	28	
3868	10	11	26	
3869	10	11	28	
3870	11	10	28	
3871	8	13	28	
3872	8	12	28	
3873	12	8	28	
3874	12	8	28	
3875	9	13	28	
3876	11	16	28	
3877	11	16	28	
3878	12	16	28	
3879	12	16	28	
3880	12	16	28	
3881	13	14	27	
3882	13	14	27	
3883	13	14	27	
3884	14	13	27	
3885	13	14	27	
3886	8	14	28	
3887	10	14	25	
3888	10	12	28	
3889	8	13	27	
3890	10	13	27	
3891	10	13	28	
3892	11	15	28	
3893	8	15	27	
3894	8	15	26	
3895	8	15	26	
3896	8	15	26	
3897	8	15	26	
3898	8	15	26	
3899	8	15	26	
3900	8	15	26	
3901	8	15	26	
3902	8	15	26	
3903	9	15	27	
3904	9	15	27	
3905	8	16	25	
3906	8	16	25	
3907	8	16	28	
3908	10	18	28	
3909	10	18	28	
3910	10	18	28	
3911	10	18	28	
3912	10	18	28	
3913	8	15	28	
3914	7	18	27	
3915	9	16	27	
3916	9	16	27	
3917	8	18	26	
3918	8	18	26	
3919	8	18	26	
3920	8	18	26	
3921	8	14	25	
3922	8	14	25	
3923	8	16	23	
3924	8	16	23	
3925	8	16	23	
3926	8	16	23	
3927	8	16	23	
3928	8	15	24	
3929	7	14	24	
3930	7	14	24	
3931	6	12	22	
3932	6	12	22	
3933	6	12	22	
3934	6	12	22	
3935	7	11	22	
3936	11	7	22	
3937	8	15	21	
3938	9	18	21	
3939	9	18	21	
3940	8	16	25	
3941	8	13	27	
3942	8	13	26	
3943	9	16	26	
3944	9	16	26	
3945	8	14	27	
3946	8	15	26	
3947	10	14	24	
3948	10	14	24	
3949	10	14	24	
3950	10	14	24	
3951	13	13	22	
3952	9	16	23	
3953	10	15	24	
3954	10	14	24	
3955	10	14	24	
3956	9	15	25	
3957	10	17	22	
3958	9	17	22	
3959	9	17	22	
3960	9	14	27	
3961	9	15	25	
3962	9	15	25	
3963	9	15	25	
3964	9	14	27	
3965	9	14	27	
3966	9	15	27	
3967	10	16	28	
3968	10	16	28	
3969	10	16	28	
3970	9	15	26	
3971	9	15	26	
3972	9	18	26	
3973	9	18	26	
3974	11	19	25	
3975	11	19	25	
3976	10	19	17	
3977	9	16	17	
3978	15	9	22	
3979	13	10	22	
3980	10	14	25	
3981	10	14	25	
3982	10	14	25	
3983	9	16	26	
3984	9	16	26	
3985	9	16	27	
3986	9	14	27	
3987	11	16	27	
3988	11	16	27	
3989	12	17	26	
3990	12	17	26	
3991	12	17	26	
3992	12	17	26	
3993	12	17	26	
3994	12	17	26	
3995	9	17	28	
3996	9	17	28	
3997	9	17	28	
3998	8	17	25	
3999	8	17	25	
4000	11	17	25	
4001	11	17	25	
4002	12	16	23	
4003	15	11	26	
4004	15	11	26	
4005	11	12	26	
4006	11	12	26	
4007	11	14	25	
4008	11	14	25	
4009	11	14	25	
4010	12	14	27	
4011	12	14	27	
4012	11	14	26	
4013	12	17	28	
4014	12	17	28	
4015	11	15	28	
4016	11	15	28	
4017	11	15	28	
4018	11	15	28	
4019	9	13	28	
4020	11	9	27	
4021	9	11	27	
4022	11	9	27	
4023	9	12	28	
4024	9	12	28	
4025	11	13	27	
4026	11	13	27	
4027	12	12	27	
4028	12	12	27	
4029	12	12	27	
4030	12	12	27	
4031	12	12	27	
4032	12	12	27	
4033	12	12	27	
4034	12	12	27	
4035	12	10	27	
4036	10	12	27	
4037	10	11	27	
4038	11	10	27	
4039	11	10	27	
4040	10	10	25	
4041	10	9	24	
4042	10	9	24	
4043	10	11	24	
4044	9	11	23	
4045	11	9	23	
4046	9	11	23	
4047	12	11	23	
4048	10	13	24	
4049	9	15	23	
4050	9	12	22	
4051	9	12	22	
4052	9	14	26	
4053	9	11	26	
4054	10	12	24	
4055	9	12	25	
4056	9	12	24	
4057	9	12	24	
4058	12	9	24	
4059	10	13	21	
4060	10	13	21	
4061	10	13	21	
4062	10	13	24	
4063	10	13	23	
4064	13	10	23	
4065	10	13	23	
4066	9	10	25	
4067	10	9	25	
4068	10	9	25	
4069	9	10	25	
4070	9	11	27	
4071	12	10	23	
4072	12	10	23	
4073	10	12	23	
4074	9	12	27	
4075	8	11	26	
4076	8	10	26	
4077	10	8	26	
4078	10	8	26	
4079	11	11	26	
4080	11	13	26	
4081	12	11	28	
4082	12	11	28	
4083	12	11	28	
4084	11	11	28	
4085	11	11	28	
4086	10	9	25	
4087	9	10	22	
4088	9	12	23	
4089	9	11	23	
4090	10	12	25	
4091	11	11	28	
4092	11	11	28	
4093	11	11	28	
4094	9	10	27	
4095	9	10	27	
4096	11	7	28	
4097	7	11	28	
4098	11	7	28	
4099	7	11	28	
4100	7	11	28	
4101	8	10	22	
4102	12	10	26	
4103	11	13	21	
4104	9	11	22	
4105	10	13	21	
4106	10	13	21	
4107	10	13	21	
4108	9	10	24	
4109	9	9	23	
4110	9	9	25	
4111	9	9	25	
4112	9	9	25	
4113	9	9	25	
4114	9	9	25	
4115	10	9	24	
4116	10	9	24	
4117	9	10	24	
4118	10	9	24	
4119	9	8	22	
4120	8	9	22	
4121	10	9	23	
4122	10	9	23	
4123	9	10	23	
4124	11	8	23	
4125	8	11	23	
4126	7	14	27	
4127	7	14	27	
4128	5	14	25	
4129	5	12	27	
4130	4	13	28	
4131	4	13	28	
4132	5	12	27	
4133	5	12	27	
4134	5	12	27	
4135	5	12	28	
4136	5	12	28	
4137	12	5	27	
4138	7	12	27	
4139	7	12	27	
4140	7	12	27	
4141	7	12	27	
4142	6	15	26	
4143	13	5	28	
4144	5	13	28	
4145	5	13	28	
4146	5	13	28	
4147	5	13	28	
4148	5	13	28	
4149	13	7	28	
4150	7	13	28	
4151	7	13	28	
4152	12	6	28	
4153	12	8	28	
4154	12	8	28	
4155	12	8	28	
4156	9	13	28	
4157	13	9	28	
4158	10	11	28	
4159	7	13	28	
4160	6	12	25	
4161	7	11	27	
4162	6	11	26	
4163	6	11	26	
4164	6	11	26	
4165	6	11	26	
4166	11	6	26	
4167	9	11	28	
4168	11	9	28	
4169	10	11	28	
4170	13	10	28	
4171	10	13	28	
4172	10	13	28	
4173	10	12	27	
4174	10	12	27	
4175	10	12	27	
4176	12	10	26	
4177	13	11	27	
4178	13	11	27	
4179	11	13	27	
4180	12	10	28	
4181	12	10	28	
4182	10	12	28	
4183	10	12	28	
4184	12	10	28	
4185	10	11	28	
4186	11	13	27	
4187	10	10	27	
4188	10	10	27	
4189	10	10	27	
4190	11	10	27	
4191	11	8	28	
4192	8	11	28	
4193	8	10	28	
4194	5	11	28	
4195	12	7	28	
4196	7	12	28	
4197	6	11	28	
4198	6	11	28	
4199	8	10	28	
4200	7	11	28	
4201	11	6	28	
4202	6	11	28	
4203	7	11	28	
4204	7	11	28	
4205	11	6	28	
4206	6	11	28	
4207	8	11	26	
4208	11	6	27	
4209	6	10	26	
4210	5	11	26	
4211	5	11	26	
4212	5	11	26	
4213	8	11	27	
4214	11	8	27	
4215	11	8	27	
4216	5	12	27	
4217	5	12	27	
4218	6	11	28	
4219	11	6	28	
4220	6	14	28	
4221	6	14	28	
4222	6	14	28	
4223	6	14	28	
4224	6	14	28	
4225	6	14	28	
4226	5	13	28	
4227	6	12	28	
4228	5	15	28	
4229	5	15	28	
4230	5	15	28	
4231	5	15	28	
4232	5	15	28	
4233	7	13	27	
4234	7	13	27	
4235	7	13	28	
4236	7	13	28	
4237	9	6	26	
4238	9	6	26	
4239	9	9	27	
4240	10	10	26	
4241	12	10	26	
4242	10	12	26	
4243	8	11	25	
4244	7	10	26	
4245	5	11	27	
4246	6	12	27	
4247	5	13	27	
4248	4	9	26	
4249	9	4	26	
4250	9	4	26	
4251	3	8	28	
4252	3	8	28	
4253	9	3	28	
4254	4	8	27	
4255	3	11	26	
4256	3	11	26	
4257	3	15	27	
4258	3	12	28	
4259	3	10	28	
4260	3	10	28	
4261	11	6	27	
4262	4	7	28	
4263	9	3	29	
4264	3	9	28	
4265	5	10	28	
4266	10	5	28	
4267	10	5	28	
4268	5	10	28	
4269	10	5	28	
4270	5	10	28	
4271	8	6	28	
4272	8	6	27	
4273	8	6	27	
4274	9	11	27	
4275	9	11	27	
4276	9	11	27	
4277	10	10	28	
4278	10	10	28	
4279	9	12	28	
4280	11	8	28	
4281	11	8	28	
4282	8	12	28	
4283	12	8	28	
4284	12	9	28	
4285	10	15	26	
4286	10	15	26	
4287	10	15	26	
4288	11	13	28	
4289	11	13	28	
